Start Time,Duration (sec),Fixture,"Flow Rate Hot & Cold (gpm)","Flow Rate Hot Only (gpm)","Flow Rate Cold Only (gpm)"
11/22 12:47:00 PM,48,Kitchen Sink,0.919,0.769,0.150
11/22 12:48:54 PM,6,Kitchen Sink,2.406,2.015,0.391
11/22 12:50:48 PM,18,Kitchen Sink,0.579,0.485,0.094
11/22 12:52:48 PM,6,Sink 4,0.371,0.311,0.060
11/22 12:54:42 PM,30,Kitchen Sink,1.159,0.970,0.189
11/22 12:56:36 PM,6,Kitchen Sink,0.206,0.172,0.034
11/22 12:58:36 PM,12,Kitchen Sink,1.741,1.458,0.283
11/22 1:00:30 PM,96,Sink 4,0.051,0.043,0.008
11/22 1:02:24 PM,6,Kitchen Sink,0.859,0.719,0.140
11/22 1:03:18 PM,126,Kitchen Sink,1.354,1.134,0.220
11/22 1:10:30 PM,30,Kitchen Sink,0.75,0.628,0.122
11/22 3:37:24 PM,42,Sink 2,0.627,0.525,0.102
11/22 4:51:42 PM,36,Kitchen Sink,1.393,1.166,0.227
11/22 4:53:36 PM,12,Kitchen Sink,1.42,1.189,0.231
11/22 5:00:18 PM,1332,Shower 2,0.88,0.737,0.143
11/22 6:09:24 PM,24,Sink 3,0.915,0.766,0.149
11/22 6:15:00 PM,18,Kitchen Sink,1.09,0.913,0.177
11/22 6:17:00 PM,24,Kitchen Sink,0.84,0.703,0.137
11/22 6:18:54 PM,42,Sink 4,1.448,1.212,0.236
11/22 6:20:48 PM,42,Kitchen Sink,1.521,1.274,0.247
11/22 6:22:48 PM,78,Sink 2,0.923,0.773,0.150
11/22 6:24:42 PM,36,Sink 4,2.145,1.796,0.349
11/22 7:04:36 PM,84,CW,1.17,1.170,0.000
11/22 8:00:24 PM,12,Kitchen Sink,2.072,1.735,0.337
11/22 8:02:18 PM,60,Kitchen Sink,1.848,1.547,0.301
11/22 8:18:48 PM,66,CW,2.473,2.473,0.000
11/22 8:26:06 PM,114,DW1,1.355,1.355,0.000
11/22 8:30:36 PM,114,Kitchen Sink,0.581,0.486,0.095
11/22 8:32:36 PM,6,Kitchen Sink,0.34,0.285,0.055
11/22 8:34:30 PM,18,Sink 4,1.055,0.883,0.172
11/22 8:35:54 PM,102,DW1,1.543,1.543,0.000
11/22 8:36:24 PM,102,Kitchen Sink,0.884,0.740,0.144
11/22 8:45:36 PM,120,DW1,1.367,1.367,0.000
11/22 8:55:24 PM,48,DW1,1.423,1.423,0.000
11/22 11:39:48 PM,6,Kitchen Sink,1.908,1.598,0.310
11/22 11:41:48 PM,210,Sink 3,0.798,0.668,0.130
11/22 11:43:42 PM,126,Kitchen Sink,1.421,1.190,0.231
11/22 11:45:36 PM,30,Sink 2,1.182,0.990,0.192
11/22 11:47:36 PM,6,Kitchen Sink,0.518,0.434,0.084
11/22 11:49:30 PM,24,Sink 4,1.854,1.552,0.302
11/22 11:51:24 PM,6,Kitchen Sink,0.23,0.193,0.037
11/22 11:53:18 PM,6,Kitchen Sink,1.491,1.248,0.243
11/22 11:55:18 PM,12,Kitchen Sink,2.389,2.000,0.389
11/22 11:57:12 PM,24,Kitchen Sink,1.356,1.135,0.221
11/22 11:59:06 PM,42,Sink 4,0.975,0.816,0.159
11/23 12:01:06 AM,6,Kitchen Sink,1.723,1.443,0.280
11/23 5:25:48 AM,6,Kitchen Sink,0.058,0.049,0.009
11/23 7:29:12 AM,42,Kitchen Sink,2.043,1.711,0.332
11/23 7:29:30 AM,6,Kitchen Sink,0.981,0.822,0.159
11/23 7:51:06 AM,12,Sink 4,1.193,0.999,0.194
11/23 8:09:06 AM,36,Sink 3,2.199,1.842,0.357
11/23 8:11:00 AM,6,Sink 4,0.597,0.500,0.097
11/23 8:13:00 AM,6,Kitchen Sink,0.162,0.136,0.026
11/23 9:01:36 AM,78,CW,2.697,2.697,0.000
11/23 10:37:30 AM,54,Sink 4,1.212,1.015,0.197
11/23 12:04:54 PM,6,Kitchen Sink,0.06,0.050,0.010
11/23 12:06:48 PM,18,Kitchen Sink,0.65,0.544,0.106
11/23 2:40:48 PM,12,Sink 4,0.537,0.450,0.087
11/23 3:58:18 PM,6,Kitchen Sink,0.539,0.451,0.088
11/23 4:18:00 PM,18,Sink 3,2.066,1.731,0.335
11/23 4:34:36 PM,60,Kitchen Sink,0.894,0.749,0.145
11/23 4:36:12 PM,12,Sink 3,0.837,0.701,0.136
11/23 4:40:30 PM,24,Sink 2,2.315,1.939,0.376
11/23 6:54:00 PM,96,Kitchen Sink,0.489,0.410,0.079
11/23 6:55:54 PM,24,Sink 4,1.286,1.077,0.209
11/23 6:56:18 PM,36,Kitchen Sink,1.187,0.994,0.193
11/23 6:57:54 PM,6,Kitchen Sink,0.007,0.006,0.001
11/23 6:58:12 PM,36,Kitchen Sink,1.077,0.902,0.175
11/23 7:00:06 PM,6,Kitchen Sink,0.403,0.338,0.065
11/23 7:02:00 PM,90,Sink 3,0.195,0.163,0.032
11/23 7:04:00 PM,18,Sink 3,1.12,0.938,0.182
11/23 7:05:54 PM,120,Kitchen Sink,2.27,1.901,0.369
11/23 7:07:48 PM,6,Kitchen Sink,0.028,0.023,0.005
11/23 7:09:48 PM,90,Sink 4,0.774,0.648,0.126
11/23 7:36:18 PM,12,Sink 2,0.81,0.678,0.132
11/23 7:54:48 PM,138,Kitchen Sink,0.73,0.611,0.119
11/23 8:10:54 PM,12,Kitchen Sink,1.421,1.190,0.231
11/23 8:56:00 PM,18,Sink 3,1.407,1.179,0.228
11/23 10:38:18 PM,24,Kitchen Sink,0.382,0.320,0.062
11/23 10:40:18 PM,24,Kitchen Sink,0.749,0.627,0.122
11/23 10:50:12 PM,6,Kitchen Sink,1.058,0.886,0.172
11/23 11:57:42 PM,126,DW1,1.248,1.248,0.000
11/24 12:07:30 AM,78,DW1,1.313,1.313,0.000
11/24 12:17:12 AM,96,DW1,1.163,1.163,0.000
11/24 12:27:00 AM,72,DW1,1.366,1.366,0.000
11/24 12:36:48 AM,66,DW1,1.371,1.371,0.000
11/24 12:46:36 AM,66,DW1,1.4,1.400,0.000
11/24 5:17:00 AM,6,Kitchen Sink,0.045,0.038,0.007
11/24 5:36:36 AM,66,Kitchen Sink,1.026,0.860,0.166
11/24 6:13:00 AM,54,Kitchen Sink,1.056,0.885,0.171
11/24 6:21:48 AM,6,Sink 4,1.784,1.495,0.289
11/24 7:28:06 AM,6,Kitchen Sink,1.156,0.969,0.187
11/24 7:41:00 AM,60,Sink 4,1.325,1.110,0.215
11/24 7:42:54 AM,24,Kitchen Sink,1.059,0.887,0.172
11/24 7:44:54 AM,54,Sink 2,2.029,1.700,0.329
11/24 7:46:48 AM,78,Kitchen Sink,0.799,0.670,0.129
11/24 8:46:54 AM,12,Sink 2,2.102,1.761,0.341
11/24 8:48:48 AM,60,Kitchen Sink,1.497,1.254,0.243
11/24 9:47:54 AM,24,CW,1.182,1.182,0.000
11/24 9:54:24 AM,36,Sink 3,0.506,0.424,0.082
11/24 9:58:42 AM,30,Sink 2,0.055,0.046,0.009
11/24 10:19:54 AM,84,Kitchen Sink,1.275,1.068,0.207
11/24 10:21:48 AM,72,Kitchen Sink,0.048,0.040,0.008
11/24 10:34:18 AM,6,Kitchen Sink,0.407,0.341,0.066
11/24 10:34:54 AM,42,Sink 3,1.145,0.959,0.186
11/24 10:48:42 AM,6,Sink 4,2.13,1.785,0.345
11/24 10:50:36 AM,18,Sink 4,0.674,0.565,0.109
11/24 10:52:30 AM,6,Kitchen Sink,0.224,0.188,0.036
11/24 11:30:00 AM,60,Kitchen Sink,1.048,0.878,0.170
11/24 11:46:00 AM,30,Sink 4,0.757,0.634,0.123
11/24 11:47:54 AM,48,Kitchen Sink,0.922,0.773,0.149
11/24 11:53:06 AM,30,Kitchen Sink,1.273,1.067,0.206
11/24 11:55:24 AM,6,Kitchen Sink,0.709,0.594,0.115
11/24 12:10:12 PM,6,Kitchen Sink,0.079,0.066,0.013
11/24 12:45:06 PM,6,Kitchen Sink,1.512,1.267,0.245
11/24 12:47:06 PM,36,Sink 3,1.04,0.871,0.169
11/24 12:49:00 PM,48,Kitchen Sink,0.363,0.304,0.059
11/24 12:49:48 PM,54,Sink 3,0.764,0.640,0.124
11/24 12:51:42 PM,6,Kitchen Sink,0.196,0.164,0.032
11/24 12:53:42 PM,42,Kitchen Sink,1.982,1.661,0.321
11/24 12:55:36 PM,6,Sink 4,0.4,0.335,0.065
11/24 12:57:30 PM,24,Kitchen Sink,1.351,1.132,0.219
11/24 12:59:30 PM,36,Sink 4,1.674,1.403,0.271
11/24 1:22:00 PM,6,Sink 3,0.089,0.075,0.014
11/24 2:30:18 PM,48,Kitchen Sink,0.673,0.564,0.109
11/24 5:25:12 PM,60,CW,2.987,2.987,0.000
11/24 5:30:12 PM,66,CW,1.921,1.921,0.000
11/24 5:41:18 PM,30,Kitchen Sink,0.996,0.835,0.161
11/24 5:42:00 PM,54,Kitchen Sink,1.653,1.385,0.268
11/24 5:43:18 PM,192,Kitchen Sink,0.914,0.766,0.148
11/24 5:45:12 PM,12,Sink 4,0.493,0.413,0.080
11/24 5:47:06 PM,144,Kitchen Sink,0.246,0.206,0.040
11/24 5:49:06 PM,36,Sink 3,0.535,0.448,0.087
11/24 6:21:12 PM,6,Kitchen Sink,1.496,1.254,0.242
11/24 6:38:48 PM,144,Kitchen Sink,1.494,1.252,0.242
11/24 6:56:42 PM,42,Sink 3,1.051,0.881,0.170
11/24 7:02:12 PM,36,Kitchen Sink,0.955,0.800,0.155
11/24 7:20:36 PM,6,Sink 4,0.647,0.542,0.105
11/24 7:26:48 PM,54,DW1,1.431,1.431,0.000
11/24 7:36:36 PM,78,DW1,1.3,1.300,0.000
11/24 7:46:18 PM,78,DW1,1.445,1.445,0.000
11/24 7:56:06 PM,84,DW1,1.348,1.348,0.000
11/24 8:05:54 PM,78,DW1,1.348,1.348,0.000
11/24 8:15:42 PM,90,DW1,1.184,1.184,0.000
11/24 10:12:24 PM,54,DW1,1.36,1.360,0.000
11/24 10:22:12 PM,114,DW1,1.135,1.135,0.000
11/24 10:32:00 PM,72,DW1,1.668,1.668,0.000
11/24 10:41:48 PM,72,DW1,1.434,1.434,0.000
11/24 10:51:36 PM,138,DW1,1.292,1.292,0.000
11/25 12:12:12 AM,6,Kitchen Sink,0.121,0.101,0.020
11/25 12:14:06 AM,72,Kitchen Sink,0.945,0.792,0.153
11/25 5:30:48 AM,336,Shower 1,3.602,3.019,0.583
11/25 5:53:36 AM,84,Kitchen Sink,0.373,0.313,0.060
11/25 6:11:30 AM,6,Sink 4,0.093,0.078,0.015
11/25 7:25:42 AM,138,Kitchen Sink,1.37,1.148,0.222
11/25 9:09:12 AM,66,Kitchen Sink,1.246,1.044,0.202
11/25 9:22:12 AM,72,Sink 4,1.364,1.143,0.221
11/25 10:33:06 AM,60,Kitchen Sink,1.285,1.077,0.208
11/25 10:35:06 AM,6,Kitchen Sink,0.298,0.250,0.048
11/25 10:37:00 AM,90,Sink 4,0.954,0.800,0.154
11/25 12:24:00 PM,6,Kitchen Sink,0.918,0.770,0.148
11/25 12:25:54 PM,24,Kitchen Sink,2.108,1.767,0.341
11/25 12:45:18 PM,30,Kitchen Sink,0.987,0.827,0.160
11/25 12:47:12 PM,72,Kitchen Sink,1.636,1.371,0.265
11/25 12:49:12 PM,36,Kitchen Sink,1.182,0.991,0.191
11/25 12:51:06 PM,6,Sink 4,1.018,0.853,0.165
11/25 1:58:18 PM,54,Sink 3,1.216,1.019,0.197
11/25 2:15:42 PM,54,Sink 2,0.344,0.288,0.056
11/25 3:56:42 PM,840,Shower 1,2.125,1.781,0.344
11/25 4:34:06 PM,6,Kitchen Sink,0.885,0.742,0.143
11/25 5:19:24 PM,60,Sink 4,1.645,1.379,0.266
11/25 7:24:18 PM,6,Kitchen Sink,0.793,0.665,0.128
11/25 7:32:06 PM,42,Sink 2,0.05,0.042,0.008
11/25 7:32:42 PM,6,Kitchen Sink,1.018,0.853,0.165
11/25 7:33:24 PM,180,Bath 2,3.29,2.758,0.532
11/25 7:51:24 PM,6,Sink 2,0.289,0.242,0.047
11/25 8:07:00 PM,60,Kitchen Sink,0.734,0.615,0.119
11/25 8:08:12 PM,42,Kitchen Sink,1.118,0.937,0.181
11/25 8:40:12 PM,24,Kitchen Sink,2.021,1.694,0.327
11/25 9:23:36 PM,6,Kitchen Sink,1.539,1.290,0.249
11/25 9:26:36 PM,36,Sink 3,1.018,0.853,0.165
11/25 10:04:00 PM,72,CW,1.17,1.170,0.000
11/25 10:19:00 PM,180,Kitchen Sink,0.72,0.604,0.116
11/26 2:20:24 AM,72,Kitchen Sink,0.234,0.196,0.038
11/26 6:30:42 AM,24,Sink 2,1.325,1.111,0.214
11/26 7:27:06 AM,54,Kitchen Sink,0.987,0.828,0.159
11/26 8:16:48 AM,6,Kitchen Sink,0.861,0.722,0.139
11/26 8:18:48 AM,12,Kitchen Sink,1.761,1.477,0.284
11/26 9:15:00 AM,54,Sink 4,2.203,1.847,0.356
11/26 9:16:54 AM,60,Kitchen Sink,0.793,0.665,0.128
11/26 9:18:48 AM,6,Kitchen Sink,0.711,0.596,0.115
11/26 10:24:54 AM,6,Kitchen Sink,0.271,0.227,0.044
11/26 11:07:48 AM,30,Sink 4,1.827,1.532,0.295
11/26 11:09:42 AM,30,Sink 3,2.324,1.949,0.375
11/26 11:41:12 AM,12,Sink 3,1.539,1.291,0.248
11/26 11:43:12 AM,6,Kitchen Sink,0.691,0.579,0.112
11/26 12:20:18 PM,6,Kitchen Sink,0.796,0.667,0.129
11/26 12:22:18 PM,24,Sink 2,1.478,1.239,0.239
11/26 1:25:54 PM,6,Kitchen Sink,1.45,1.216,0.234
11/26 1:27:48 PM,18,Kitchen Sink,0.663,0.556,0.107
11/26 2:49:30 PM,6,Kitchen Sink,0.809,0.678,0.131
11/26 4:18:36 PM,6,Sink 4,0.024,0.020,0.004
11/26 4:27:42 PM,42,Sink 4,1.312,1.100,0.212
11/26 4:29:36 PM,30,Kitchen Sink,0.887,0.744,0.143
11/26 5:04:06 PM,6,Kitchen Sink,0.076,0.064,0.012
11/26 6:36:54 PM,12,Sink 3,1.41,1.182,0.228
11/26 6:38:48 PM,12,Kitchen Sink,1.966,1.649,0.317
11/26 6:40:42 PM,6,Kitchen Sink,0.221,0.185,0.036
11/26 6:42:42 PM,54,Kitchen Sink,1.246,1.045,0.201
11/26 8:10:42 PM,12,Kitchen Sink,1.147,0.962,0.185
11/26 8:59:00 PM,66,Kitchen Sink,0.743,0.623,0.120
11/26 9:52:18 PM,18,Kitchen Sink,1.462,1.226,0.236
11/27 6:01:18 AM,6,Kitchen Sink,0.454,0.381,0.073
11/27 7:12:18 AM,138,Kitchen Sink,1.194,1.002,0.192
11/27 7:14:24 AM,42,Kitchen Sink,1.271,1.066,0.205
11/27 7:19:42 AM,24,Sink 3,1.487,1.247,0.240
11/27 7:58:18 AM,30,Kitchen Sink,0.857,0.719,0.138
11/27 8:00:18 AM,6,Kitchen Sink,0.258,0.216,0.042
11/27 9:03:18 AM,42,Sink 3,1.485,1.246,0.239
11/27 9:12:18 AM,18,Kitchen Sink,0.261,0.219,0.042
11/27 9:27:54 AM,408,Bath 1,5.478,4.595,0.883
11/27 9:33:12 AM,6,Kitchen Sink,0.907,0.761,0.146
11/27 9:35:06 AM,48,Sink 3,0.164,0.138,0.026
11/27 10:37:36 AM,36,Kitchen Sink,0.95,0.797,0.153
11/27 12:23:54 PM,6,Kitchen Sink,1.445,1.212,0.233
11/27 12:25:48 PM,6,Kitchen Sink,1.711,1.435,0.276
11/27 12:27:42 PM,18,Kitchen Sink,0.485,0.407,0.078
11/27 12:29:42 PM,18,Kitchen Sink,0.907,0.761,0.146
11/27 12:31:36 PM,6,Kitchen Sink,0.45,0.377,0.073
11/27 12:33:30 PM,96,Kitchen Sink,1.376,1.154,0.222
11/27 12:35:30 PM,24,Kitchen Sink,1.858,1.559,0.299
11/27 12:37:24 PM,96,Sink 2,1.011,0.848,0.163
11/27 12:39:18 PM,18,Kitchen Sink,1.494,1.253,0.241
11/27 12:41:18 PM,24,Kitchen Sink,1.53,1.283,0.247
11/27 2:07:06 PM,132,Kitchen Sink,0.674,0.565,0.109
11/27 2:09:00 PM,18,Sink 2,2.206,1.851,0.355
11/27 2:15:30 PM,6,Kitchen Sink,0.501,0.420,0.081
11/27 4:28:48 PM,6,Kitchen Sink,0.002,0.002,0.000
11/27 4:30:42 PM,36,Kitchen Sink,2.32,1.946,0.374
11/27 5:01:24 PM,18,Kitchen Sink,1.541,1.293,0.248
11/27 5:03:18 PM,6,Kitchen Sink,0.501,0.420,0.081
11/27 5:05:12 PM,108,Sink 2,0.954,0.800,0.154
11/27 6:46:18 PM,12,Kitchen Sink,0.935,0.784,0.151
11/27 7:20:42 PM,18,Kitchen Sink,1.295,1.086,0.209
11/27 7:22:36 PM,6,Kitchen Sink,0.007,0.006,0.001
11/27 7:24:42 PM,6,Sink 4,0.927,0.778,0.149
11/27 9:41:48 PM,114,Kitchen Sink,1.478,1.240,0.238
11/27 9:43:42 PM,30,Sink 4,2.133,1.789,0.344
11/27 9:45:36 PM,36,Kitchen Sink,1.223,1.026,0.197
11/27 11:52:48 PM,48,Sink 3,0.051,0.043,0.008
11/28 7:36:18 AM,6,Kitchen Sink,0.689,0.578,0.111
11/28 7:39:54 AM,66,Sink 3,1.626,1.365,0.261
11/28 7:44:18 AM,84,Kitchen Sink,1.081,0.907,0.174
11/28 7:46:12 AM,18,Kitchen Sink,1.608,1.349,0.259
11/28 8:18:48 AM,96,Kitchen Sink,1.131,0.949,0.182
11/28 9:11:06 AM,54,Sink 3,1.472,1.235,0.237
11/28 9:13:00 AM,18,Kitchen Sink,1.386,1.163,0.223
11/28 9:14:54 AM,6,Kitchen Sink,0.834,0.700,0.134
11/28 9:16:54 AM,78,Sink 3,1.631,1.369,0.262
11/28 9:57:54 AM,72,CW,1.976,1.976,0.000
11/28 10:12:18 AM,36,CW,2.43,2.430,0.000
11/28 10:17:18 AM,54,CW,2.484,2.484,0.000
11/28 10:22:18 AM,66,CW,2.334,2.334,0.000
11/28 10:56:00 AM,54,Kitchen Sink,1.395,1.171,0.224
11/28 11:08:06 AM,42,Kitchen Sink,1.587,1.332,0.255
11/28 11:39:54 AM,6,Kitchen Sink,0.313,0.263,0.050
11/28 11:41:48 AM,6,Sink 3,0.069,0.058,0.011
11/28 11:53:54 AM,6,Sink 4,0.227,0.190,0.037
11/28 11:55:48 AM,30,Kitchen Sink,1.576,1.323,0.253
11/28 11:57:48 AM,6,Kitchen Sink,0.233,0.196,0.037
11/28 12:38:00 PM,18,Kitchen Sink,1.631,1.369,0.262
11/28 2:24:18 PM,84,Kitchen Sink,1.289,1.082,0.207
11/28 2:49:54 PM,96,Kitchen Sink,0.583,0.489,0.094
11/28 2:51:54 PM,60,Sink 4,0.665,0.558,0.107
11/28 2:53:48 PM,6,Sink 4,0.026,0.022,0.004
11/28 2:56:48 PM,666,Shower 1,1.643,1.379,0.264
11/28 3:27:06 PM,6,Kitchen Sink,0.021,0.018,0.003
11/28 3:28:18 PM,6,Kitchen Sink,0.527,0.442,0.085
11/28 3:29:00 PM,90,Kitchen Sink,1.763,1.479,0.284
11/28 3:30:54 PM,42,Sink 3,1.014,0.851,0.163
11/28 3:32:54 PM,66,Sink 2,1.831,1.537,0.294
11/28 3:34:48 PM,6,Kitchen Sink,1.476,1.239,0.237
11/28 3:36:42 PM,90,Kitchen Sink,1.738,1.459,0.279
11/28 3:38:42 PM,54,Kitchen Sink,0.827,0.694,0.133
11/28 6:12:12 PM,24,Sink 4,2.02,1.695,0.325
11/28 6:14:12 PM,48,Kitchen Sink,1.677,1.407,0.270
11/28 6:16:06 PM,6,Kitchen Sink,0.089,0.075,0.014
11/28 6:18:00 PM,18,Sink 2,0.993,0.833,0.160
11/28 7:39:30 PM,90,Kitchen Sink,1.542,1.294,0.248
11/28 10:39:54 PM,6,Kitchen Sink,0.052,0.044,0.008
11/28 11:34:06 PM,6,Sink 3,1.226,1.029,0.197
11/29 2:38:30 AM,6,Kitchen Sink,0.933,0.783,0.150
11/29 2:40:24 AM,6,Kitchen Sink,0.687,0.577,0.110
11/29 2:42:18 AM,66,Kitchen Sink,0.31,0.260,0.050
11/29 2:44:18 AM,90,Kitchen Sink,0.466,0.391,0.075
11/29 2:46:12 AM,48,Sink 3,0.96,0.806,0.154
11/29 5:07:36 AM,984,Shower 1,2.737,2.298,0.439
11/29 5:48:36 AM,6,Sink 4,0.028,0.024,0.004
11/29 5:50:30 AM,30,Sink 4,1.37,1.150,0.220
11/29 5:52:30 AM,72,Sink 2,0.828,0.695,0.133
11/29 5:54:24 AM,48,Sink 4,1.122,0.942,0.180
11/29 5:56:18 AM,6,Sink 3,1.273,1.069,0.204
11/29 5:58:18 AM,18,Sink 4,0.25,0.210,0.040
11/29 6:52:12 AM,120,Sink 2,1.402,1.177,0.225
11/29 8:50:24 AM,30,Kitchen Sink,0.982,0.824,0.158
11/29 8:52:24 AM,102,Sink 4,0.728,0.611,0.117
11/29 8:54:18 AM,312,Sink 2,1.76,1.477,0.283
11/29 9:29:48 AM,6,Kitchen Sink,0.752,0.631,0.121
11/29 9:42:06 AM,6,Kitchen Sink,0.024,0.020,0.004
11/29 9:44:36 AM,6,Kitchen Sink,0.744,0.625,0.119
11/29 10:25:48 AM,60,Kitchen Sink,0.991,0.832,0.159
11/29 10:53:30 AM,138,Kitchen Sink,1.004,0.843,0.161
11/29 10:55:24 AM,18,Sink 3,0.223,0.187,0.036
11/29 11:11:00 AM,30,Kitchen Sink,1.179,0.990,0.189
11/29 11:12:54 AM,18,Kitchen Sink,0.769,0.646,0.123
11/29 12:04:48 PM,24,Kitchen Sink,1.895,1.591,0.304
11/29 12:06:48 PM,12,Kitchen Sink,1.452,1.219,0.233
11/29 12:08:42 PM,42,Kitchen Sink,0.798,0.670,0.128
11/29 2:54:42 PM,18,Kitchen Sink,1.19,0.999,0.191
11/29 3:30:18 PM,96,Sink 3,0.958,0.804,0.154
11/29 6:26:54 PM,6,CW,3.917,3.917,0.000
11/29 6:29:24 PM,132,Sink 2,1,0.839,0.161
11/29 6:45:36 PM,6,Sink 2,0.905,0.760,0.145
11/29 7:41:12 PM,24,CW,1.757,1.757,0.000
11/29 8:28:24 PM,48,Sink 2,0.43,0.361,0.069
11/29 8:30:18 PM,36,Kitchen Sink,1.485,1.247,0.238
11/29 8:32:12 PM,6,Kitchen Sink,1.377,1.156,0.221
11/29 8:34:12 PM,54,Kitchen Sink,1.07,0.898,0.172
11/29 8:36:06 PM,12,Kitchen Sink,1.447,1.215,0.232
11/29 8:38:00 PM,12,Kitchen Sink,1.367,1.148,0.219
11/29 9:30:24 PM,396,Bath 1,5.475,4.596,0.879
11/29 10:03:54 PM,72,CW,1.712,1.712,0.000
11/29 10:30:00 PM,6,Sink 3,0.397,0.333,0.064
11/29 10:31:54 PM,6,Kitchen Sink,1.594,1.338,0.256
11/29 10:32:24 PM,18,Kitchen Sink,1.264,1.061,0.203
11/29 10:33:12 PM,210,Kitchen Sink,0.743,0.624,0.119
11/29 10:34:18 PM,12,Kitchen Sink,1.849,1.552,0.297
11/29 11:18:12 PM,144,CW,2.364,2.364,0.000
11/30 1:07:48 AM,60,Sink 4,1.432,1.203,0.229
11/30 5:07:00 AM,60,Kitchen Sink,1.74,1.461,0.279
11/30 6:41:48 AM,6,Kitchen Sink,0.226,0.190,0.036
11/30 6:43:42 AM,12,Kitchen Sink,1.764,1.481,0.283
11/30 6:45:36 AM,72,Kitchen Sink,0.085,0.071,0.014
11/30 7:07:42 AM,18,Kitchen Sink,1.893,1.590,0.303
11/30 7:44:00 AM,12,Kitchen Sink,0.7,0.588,0.112
11/30 8:14:30 AM,18,Sink 4,0.802,0.674,0.128
11/30 8:16:30 AM,6,Sink 4,0.975,0.819,0.156
11/30 8:18:24 AM,24,Kitchen Sink,0.3,0.252,0.048
11/30 8:34:42 AM,60,Sink 3,1.659,1.393,0.266
11/30 8:36:36 AM,6,Kitchen Sink,1.549,1.301,0.248
11/30 11:36:12 AM,534,Shower 1,2.265,1.902,0.363
11/30 12:18:12 PM,30,Kitchen Sink,0.37,0.311,0.059
11/30 12:56:48 PM,30,Kitchen Sink,0.89,0.747,0.143
11/30 1:10:48 PM,6,Kitchen Sink,0.132,0.111,0.021
11/30 1:53:54 PM,42,Sink 4,2.079,1.746,0.333
11/30 1:55:54 PM,168,Kitchen Sink,0.376,0.316,0.060
11/30 5:14:12 PM,60,Sink 2,0.202,0.170,0.032
11/30 5:16:12 PM,12,Sink 4,0.808,0.679,0.129
11/30 5:18:06 PM,54,Kitchen Sink,1.448,1.216,0.232
11/30 5:23:36 PM,60,CW,1.853,1.853,0.000
11/30 5:24:06 PM,6,Sink 2,0.851,0.715,0.136
11/30 5:34:24 PM,654,Shower 2,2.267,1.904,0.363
11/30 5:35:12 PM,18,Kitchen Sink,1.844,1.549,0.295
11/30 6:15:36 PM,24,CW,3.11,3.110,0.000
11/30 6:16:54 PM,90,Kitchen Sink,1.39,1.167,0.223
11/30 6:18:48 PM,96,Kitchen Sink,0.842,0.707,0.135
11/30 6:20:42 PM,6,Kitchen Sink,1.346,1.130,0.216
11/30 6:22:36 PM,24,Kitchen Sink,2.198,1.846,0.352
11/30 6:24:36 PM,24,Kitchen Sink,1.309,1.099,0.210
11/30 6:26:30 PM,72,Sink 2,1.105,0.928,0.177
11/30 6:28:24 PM,18,Sink 4,1.098,0.922,0.176
11/30 6:30:24 PM,18,Kitchen Sink,0.184,0.155,0.029
11/30 6:32:18 PM,18,Kitchen Sink,0.795,0.668,0.127
11/30 6:34:12 PM,24,Kitchen Sink,1.392,1.169,0.223
11/30 6:36:12 PM,18,Kitchen Sink,0.721,0.605,0.116
11/30 6:37:48 PM,84,CW,2.674,2.674,0.000
11/30 6:38:06 PM,60,Sink 3,1.397,1.173,0.224
11/30 6:40:00 PM,96,Kitchen Sink,1.855,1.558,0.297
11/30 7:07:48 PM,72,Sink 2,2.267,1.904,0.363
11/30 7:29:48 PM,78,CW,1.631,1.631,0.000
11/30 8:13:30 PM,144,DW1,1.291,1.291,0.000
11/30 8:23:12 PM,138,Kitchen Sink,0.618,0.519,0.099
11/30 8:23:18 PM,72,DW1,1.557,1.557,0.000
11/30 8:25:06 PM,12,Sink 4,0.917,0.770,0.147
11/30 8:27:06 PM,12,Kitchen Sink,0.441,0.370,0.071
11/30 8:29:00 PM,12,Sink 3,1.096,0.920,0.176
11/30 8:30:54 PM,78,Sink 4,0.834,0.700,0.134
11/30 8:32:48 PM,132,DW1,1.429,1.429,0.000
11/30 8:33:06 PM,84,DW1,1.149,1.149,0.000
11/30 8:38:48 PM,12,Sink 2,0.383,0.322,0.061
11/30 8:40:48 PM,18,Sink 4,1.515,1.272,0.243
11/30 8:42:36 PM,150,DW1,1.331,1.331,0.000
11/30 8:42:42 PM,18,Kitchen Sink,0.649,0.545,0.104
11/30 8:42:54 PM,72,DW1,1.251,1.251,0.000
11/30 8:44:36 PM,12,Sink 4,1.816,1.525,0.291
11/30 8:46:36 PM,48,Kitchen Sink,1.001,0.841,0.160
11/30 8:48:30 PM,42,Kitchen Sink,0.658,0.553,0.105
11/30 8:50:24 PM,24,Sink 2,0.73,0.613,0.117
11/30 8:52:18 PM,6,Kitchen Sink,0.453,0.380,0.073
11/30 8:52:24 PM,114,DW1,1.419,1.419,0.000
11/30 8:52:36 PM,72,DW1,1.278,1.278,0.000
11/30 9:02:12 PM,84,DW1,1.599,1.599,0.000
11/30 9:02:24 PM,60,DW1,1.569,1.569,0.000
11/30 9:12:24 PM,486,Shower 1,2.352,1.975,0.377
11/30 9:52:18 PM,12,Sink 3,0.144,0.121,0.023
